"story_id","feature_area","feature","source_refs","user_story","expected_behavior","feature_status","test_status","test_evidence","last_verified_utc","observed_errors","fix_status","retest_status","notes"
"API-006","Python API","Programmatic dataflow builder","README.md; examples/python-dataflow-builder; docs/python-guide.md; apis/python/node/tests/test_builder.py","As a Python developer, I want to build dataflows in Python code so dynamic generation does not require hand-written YAML.","The builder emits valid dataflow descriptors equivalent to YAML, supports nodes, operators, env, args, build/git metadata, input queues, and file output.","tested-pass","passed","`env PYTHONPATH=apis/python/node uv run --with pytest --with pyyaml pytest apis/python/node/tests/test_builder.py` passed 14 tests covering empty/single-node output, output objects, input queues, invalid queue settings, chaining, git metadata, operators, duplicate output avoidance, context manager support, and file output.","2026-06-25","Used an isolated uv environment for pytest/PyYAML dependencies.","none","passed",""
"API-007","C API","C node and operator APIs","README.md; docs/api-c.md; apis/c/node; apis/c/operator; examples/c-dataflow","As a C developer, I want native C APIs so embedded or C-based systems can participate in Dora dataflows.","The C API exposes initialization, event receive, output send, and operator hooks through a stable ABI and CMake/package metadata.","bypassed","bypassed-external","`cargo run --example c-dataflow` passed with escalation, building and running the C node, C sink, and C operator through a local Dora dataflow. `cargo clippy --example c-dataflow --example cxx-dataflow --example cmake-dataflow -- -D warnings` also passed.","2026-06-25","The first C example run failed because the daemon could not find `dora` on PATH for the runtime-node spawned by the in-process example runner. `examples/c-dataflow/run.rs` now prepends `target/debug` before invoking `RunCommand`. CMake package metadata remains external-toolchain coverage because `cmake` is not installed on this host.","fixed","bypassed-external","Run the CMake find-package smoke on a host with CMake before marking the package-metadata portion fully covered. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"API-008","C++ API","C++ node and operator APIs","README.md; docs/api-cxx.md; apis/c++/node; apis/c++/operator; examples/c++-dataflow","As a C++ developer, I want C++ wrappers over Dora APIs so I can write native C++ nodes and operators.","The C++ API wraps the C/Rust bridge, supports Arrow data examples, and provides CMake find-package integration.","bypassed","bypassed-external","`cargo run --example cxx-dataflow` passed with escalation, building and running C++ nodes through both the C API and Rust API wrappers plus C++ runtime operators. Focused clippy over the native example runners also passed.","2026-06-25","The C++ runner needed the same `target/debug` PATH preparation as the C runner for runtime nodes. `cargo run --example cxx-arrow-dataflow` is blocked because `pkg-config`/Arrow C++ are absent; `cargo run --example cmake-dataflow` is blocked because `cmake` is absent on this host.","fixed","bypassed-external","Arrow C++ and CMake integration remain external-toolchain coverage. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"CORE-001","Data format","Apache Arrow end-to-end data","README.md; libraries/arrow-convert; docs/types.md","As a node author, I want all data to be Arrow-compatible so multi-language nodes share zero-serialization data structures.","Dora sends and receives Arrow arrays or Arrow IPC-framed payloads consistently across Rust, Python, C, and C++ APIs.","tested-pass","passed","`cargo test -p dora-node-api` passed Arrow raw and IPC utility tests, including primitive/string/null/struct roundtrips, schema hash determinism, aligned buffer handling, and Arrow IPC file parsing. `cargo test -p dora-core descriptor` passed type validation/inference tests, and the Python zero-copy contract smoke passed.","2026-06-25","","none","passed","Cross-language C/C++ Arrow example coverage remains broader example coverage and was not rerun here."
"CORE-002","Transport","Shared memory and TCP node communication","README.md; binaries/daemon; apis/rust/node/src/node/mod.rs; apis/rust/node/src/daemon_connection/tcp.rs; examples/memory-pool; tests/example-smoke.rs","As an operator, I want large co-located payloads to use shared memory and small control/data messages to remain reliable so throughput and latency are balanced.","Daemon spawn injects runtime env such as node id, dataflow id, coordinator address, node channel TCP port, optional `DORA_ZENOH_CONNECT`, and node APIs use TCP framing for daemon requests while large payload paths use Zenoh/shared-memory or memory-pool transport where available.","bypassed","bypassed-external","`cargo test -p dora-daemon spawn:: -- --test-threads=1` passed coverage for `DORA_ZENOH_CONNECT` injection; `cargo test -p dora-node-api daemon_connection::tcp` passed TCP framing roundtrip, empty payload, oversized length, truncated header, and truncated body tests; `cargo test -p dora-memory-pool` passed 7 lifecycle tests for register/read, duplicate registration, cross-node free, double-free, cleanup counts, table size, and lock poison recovery. `cargo test -p dora-examples --test example-smoke smoke_local_memory_pool_cpu2cpu -- --ignored --test-threads=1` reached the runtime and reported the expected macOS platform gate: memory-pool transport requires Linux `/dev/shm`. After adding a non-Linux guard, the same ignored test passes as a no-op on this host. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed static validation for all memory-pool dataflows.","2026-06-25","Full large-payload memory-pool dataflow behavior remains Linux-only and was not positively exercised on this macOS host. The first explicit ignored smoke also exposed noisy receiver shutdown handling after the sender hit the platform gate; `receiver.py` now exits cleanly on stop/non-input events, and the smoke comments/ignore reasons document the Linux requirement.","fixed","bypassed-external","Run the ignored memory-pool smokes on Linux with the CPU Torch wheel available before marking full large-payload transport behavior passed. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"CORE-003","Transport","Zenoh distributed data plane","README.md; binaries/daemon; libraries/core/src/descriptor; examples/multiple-daemons","As an operator, I want cross-machine node messages to use Zenoh so distributed dataflows work without custom networking.","Distributed daemons advertise and subscribe to the correct topics, use configured Zenoh peers where provided, and preserve message delivery semantics.","tested-pass","passed","`cargo run --example multiple-daemons` passed with escalation and delivered data from nodes on daemon A to the sink on daemon B. Source audit confirmed remote output mappings declare Zenoh control subscribers/publishers via `zenoh_daemon_control_topic`; earlier `cargo test -p dora-daemon spawn:: -- --test-threads=1` passed coverage for injecting `DORA_ZENOH_CONNECT` when a daemon listener is available, and cluster config parse tests cover `zenoh_peer`.","2026-06-25","","none","passed","The explicit `--zenoh-peer` rendezvous path was not exercised with a separate live multi-host network; this pass covered local multi-daemon delivery plus config/source paths."
"CORE-004","Coordinator","Persistent coordinator state","README.md; libraries/coordinator-store; binaries/coordinator","As an operator, I want coordinator state to survive restarts so dataflow history and recovery data are not lost.","The redb backend persists dataflow and build records, supports memory backend for tests, and handles cleanup and list failures explicitly.","tested-pass","passed","`env DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh redb-backend-smoke` passed with escalation. The smoke wrote `/tmp/dora-redb-smoke.db`, confirmed the `redb-smoke` dataflow record persisted, restarted the coordinator, cleared stale daemon records, and read the store cleanly.","2026-06-25","","none","passed","The script creates and removes `examples/rust-dataflow/redb-smoke.yml` as a temporary fixture."
"CORE-005","Coordinator","Daemon reconnect and state reconstruction","README.md; binaries/coordinator; tests/daemon-reconnect-e2e.rs","As an operator, I want daemons to reconnect after coordinator restart so long-running systems recover from control-plane interruptions.","Coordinator reconstructs running state from daemon reports, preserves terminal statuses, and avoids promoting failed records incorrectly.","tested-pass","passed","`env DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh state-reconstruction-smoke` passed with escalation: the coordinator hydrated a persisted Running record as Recovering and reconciled it back to Running after the daemon reported one active node. `redb-backend-smoke` showed the same re-establishment path after coordinator restart. `cargo test -p dora-coordinator terminal`, `disconnect_reclaims_orphaned_running_dataflow`, and `reestablish` filters all passed, covering terminal failure markers, orphan reclaim, and reconstructing live state from daemon reports.","2026-06-25","","none","passed","The SIGSTOP/SIGCONT `daemon-reconnect-smoke` remains Linux-only and was not run on this macOS host; source/unit plus restart smokes cover the coordinator reconstruction contract here."
"CORE-006","Fault tolerance","Node restart and health events","docs/fault-tolerance.md; binaries/coordinator; binaries/daemon; tests/fault-tolerance-e2e.rs","As a dataflow author, I want node restart, input closed, input recovered, and node restarted events so downstream nodes can react to failures.","Fault-tolerance paths emit documented events once, in order, and final dataflow status reflects clean stop versus failure.","tested-pass","passed","`cargo test --test fault-tolerance-e2e input_timeout_delivers_input_closed_to_downstream -- --test-threads=1`, `input_recovered_is_delivered_after_broken_input_receives_data`, and `restart_policy_always_restarts_on_clean_exit` all passed with escalation after widening cold-start-sensitive stop budgets. Earlier `cargo test --test node-lifecycle-e2e lifecycle_rust_dynamic_add_remove -- --test-threads=1` also passed with escalation.","2026-06-25","Two fault-tolerance e2e tests initially failed because 5s stop budgets expired before cold macOS startup left time for timeout/recovery events; stop budgets were widened and retested successfully.","fixed","passed",""
"CORE-007","Observability","OpenTelemetry logging, metrics, and tracing","README.md; docs/debugging.md; libraries/extensions/telemetry; binaries/coordinator/src/otel_metrics.rs","As an operator, I want logs, metrics, and traces built in so I can diagnose distributed dataflows without custom instrumentation.","Telemetry initializes with configured sinks, captures spans/metrics, stores trace data for CLI inspection, and avoids noisy output when quiet modes are selected.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh topic-and-top-smoke` passed trace list/view and `top --once` checks; `../../target/debug/dora logs --local --node rust-node --tail 5` passed against a fresh local Rust dataflow log directory; `./target/debug/dora doctor` passed against live local services.","2026-06-25","Observability smokes require real local services, sockets, Python venv setup, and in one case update-check metadata access, so they were run outside the sandbox.","none","passed","Metrics exporter specifics were not separately probed beyond doctor/top/runtime smoke coverage."
"CORE-008","Record/replay","Recording file format","README.md; libraries/recording; binaries/record-node; binaries/replay-node","As a developer, I want stable `.drec` recordings so real runs can become deterministic regression inputs.","Recorder writes versioned recording metadata and messages; replay reads them, preserves topics, supports replacement nodes, and fails clearly on incompatible files.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh record-replay` passed with escalation; it wrote a non-empty 63807-byte `.drec`, replayed it with `dora-replay-node`, and reported 100 replayed messages for both replaced source nodes.","2026-06-25","Replay emitted a non-fatal type warning for `rust-status-node` after source-node replacement; the record/replay round trip passed.","none","passed",""
"PATTERN-001","Communication patterns","Topic pub/sub","README.md; docs/patterns.md","As a node author, I want default topic pub/sub so producers and consumers can be connected declaratively.","Outputs publish to subscribed inputs according to descriptor mappings with Arrow payload and metadata preserved.","tested-pass","passed","`DORA_QA_CLI_BIN=target/debug/dora scripts/qa/ci-nightly-jobs.sh topic-and-top-smoke` passed topic list/info/echo/hz/pub checks on a running dataflow; `cargo test --test ws-cli-e2e cli_topic_subscription_receives_binary_frames_immediately_after_subscribe_ack -- --test-threads=1` also passed with escalation for the websocket topic data channel.","2026-06-25","Requires real local services, sockets, Python venv setup, and topic data channel websocket binds, so the tests were run outside the sandbox.","none","passed",""
"PATTERN-002","Communication patterns","Service request/reply","README.md; docs/patterns.md; examples/service-example; tests/example-smoke.rs","As a node author, I want request/reply service semantics so clients can correlate responses to requests.","The metadata key `request_id` correlates service requests and responses without daemon/YAML changes, and examples complete successfully.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke contract_service_example_correlates_requests_and_responses -- --test-threads=1` passed with escalation; the contract asserts at least three correlated service responses from `examples/service-example/dataflow.yml`.","2026-06-25","Requires local Dora runtime processes and IPC, so the test was run outside the sandbox.","none","passed",""
"PATTERN-003","Communication patterns","Action goal/feedback/result","README.md; docs/patterns.md; examples/action-example; tests/example-smoke.rs","As a node author, I want action semantics so long-running goals can stream feedback, return results, and support cancellation.","The metadata keys `goal_id` and `goal_status` correlate goal, feedback, result, and cancellation events.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke contract_action_example_feedback_precedes_success_result -- --test-threads=1` passed with escalation; the contract asserts a successful action result is preceded by feedback for the same goal id.","2026-06-25","Requires local Dora runtime processes and IPC, so the test was run outside the sandbox.","none","passed",""
"PATTERN-004","Communication patterns","Streaming sessions","README.md; docs/patterns.md; examples/streaming-example; tests/example-smoke.rs","As a node author, I want streaming session metadata so segmented or chunked outputs can be consumed incrementally.","Streaming examples use session, segment, sequence, and final metadata to deliver ordered chunks and detect completion.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke contract_streaming_example_reassembles_session_on_fin -- --test-threads=1` passed with escalation after the streaming descriptor started provisioning PyArrow through `build:` steps. The contract test captures `dora run --uv` output and asserts at least one `[session ...] Complete (... tokens):` line, proving the `fin=true` reassembly path fired.","2026-06-25","The first run failed before streaming assertions because script-only Python nodes depended on ambient `dora`/`pyarrow`. The descriptor now uses managed Python envs under `--uv`, and the README documents that `--uv` provisions dependencies from `build:` steps.","fixed","passed",""
"EXT-001","ROS2 bridge","ROS2 topics","README.md; docs/ros2-bridge.md; libraries/extensions/ros2-bridge; binaries/ros2-bridge-node","As a ROS2 user, I want Dora to bridge ROS2 topics so ROS2 nodes and Dora dataflows can exchange messages.","The bridge maps ROS2 topic messages to Arrow and back with configured QoS and type conversion.","bypassed","bypassed-external","`scripts/qa/ci-nightly-jobs.sh ros2-bridge` passed on this macOS host by reporting the expected non-Linux skip. The job source shows Linux basic checks (`cargo check -p dora-ros2-bridge --no-default-features`, message generator tests, Python bridge tests) and full examples when ROS2 Humble is installed. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed after validating the declarative ROS2 YAML bridge descriptors, including the topic showcase wiring in `examples/ros2-bridge/yaml-bridge/dataflow.yml`.","2026-06-25","This host has no `ros2`, `colcon`, or `ROS_DISTRO`, and the local nightly driver skips ROS2 bridge on Darwin because GitHub runs it on Ubuntu only. Before this pass, `examples/ros2-bridge/yaml-bridge/dataflow.yml` failed static validation because it referenced placeholder source nodes that were not declared; the showcase descriptor now declares those placeholders and validates locally.","fixed","bypassed-external","Run `scripts/qa/ci-nightly-jobs.sh ros2-bridge` on Linux, and `scripts/ros2dev.sh qa` in a ROS2 Humble environment for full topic examples. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXT-002","ROS2 bridge","ROS2 services","README.md; docs/ros2-bridge.md; examples/ros2-bridge/yaml-bridge-service","As a ROS2 user, I want service bridging so Dora nodes can call or serve ROS2 services.","The bridge maps service requests and responses through Dora metadata and ROS2 service clients/servers.","bypassed","bypassed-external","`scripts/qa/ci-nightly-jobs.sh ros2-bridge` passed on this macOS host by reporting the expected non-Linux skip. Service examples are gated behind Linux plus ROS2 Humble/example packages in the nightly driver. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed after validating the YAML service client/server descriptors and the service portion of `examples/ros2-bridge/yaml-bridge/dataflow.yml`.","2026-06-25","This host has no `ros2`, `colcon`, or `ROS_DISTRO`; full service bridge validation requires a ROS2 Humble environment. Before this pass, the aggregate YAML bridge showcase had undeclared placeholder service nodes; it now declares them and validates locally.","fixed","bypassed-external","Run ROS2 service bridge examples through `scripts/ros2dev.sh qa` or the Ubuntu nightly ROS2 job. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXT-003","ROS2 bridge","ROS2 actions","README.md; docs/ros2-bridge.md; examples/ros2-bridge/yaml-bridge-action; examples/ros2-bridge/yaml-bridge-action-server","As a ROS2 user, I want action bridging so Dora can participate in ROS2 goal/feedback/result workflows.","The bridge maps goals, feedback, statuses, results, cancellation, and QoS for ROS2 action clients and servers.","bypassed","bypassed-external","`scripts/qa/ci-nightly-jobs.sh ros2-bridge` passed on this macOS host by reporting the expected non-Linux skip. Action examples are ROS2-runtime coverage and are not runnable without a ROS2 Humble environment. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed after validating the YAML action client/server descriptors and the action portion of `examples/ros2-bridge/yaml-bridge/dataflow.yml`.","2026-06-25","This host has no `ros2`, `colcon`, or `ROS_DISTRO`; full action bridge validation requires ROS2 Humble and matching example packages. Before this pass, the aggregate YAML bridge showcase had an undeclared placeholder action goal node; it now declares that node and validates locally.","fixed","bypassed-external","Run ROS2 action bridge examples through `scripts/ros2dev.sh qa` or the Ubuntu nightly ROS2 job. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXT-004","MAVLink2 bridge","MAVLink 2 telemetry bridge","README.md; libraries/extensions/mavlink2-bridge; binaries/mavlink2-bridge-node; examples/mavlink2-bridge","As a robotics developer, I want MAVLink 2 messages bridged into Dora so telemetry and vehicle commands can flow through dataflows.","The bridge connects via TCP, UDP, or serial, converts common MAVLink messages to Arrow, and emits/accepts configured telemetry streams.","tested-pass","passed","`cargo test -p dora-mavlink2-bridge` passed Arrow roundtrip, malformed Arrow rejection, transport parsing/error, and MAVLink v2 build tests. `cargo test -p dora-mavlink2-bridge-node` passed with escalation, including TCP and UDP heartbeat loopbacks plus reader shutdown behavior. `cargo test -p dora-examples --test example-smoke smoke_local_mavlink2_bridge_rust -- --test-threads=1` passed with escalation and ran the bridge with the in-process MAVLink simulator, heartbeat emitter, and Rust telemetry printer. `cargo clippy -p dora-mavlink2-bridge -p dora-mavlink2-bridge-node --tests -- -D warnings` passed.","2026-06-25","Sandboxed node tests failed at localhost TCP/UDP bind with `Operation not permitted`; escalated rerun passed. Serial positive hardware coverage remains external because no serial MAVLink endpoint is available.","none","passed",""
"EXT-005","MAVLink2 bridge","SITL mission example","README.md; examples/mavlink2-bridge-sitl-mission","As a robotics developer, I want a SITL mission example so I can validate closed-loop MAVLink Dora behavior against ArduCopter.","The example arms, takes off, hovers, and lands through a local ArduPilot SITL setup when prerequisites exist.","bypassed","bypassed-external","Source/README audit confirms the SITL mission is intentionally local-only and requires a separate ArduPilot checkout plus `sim_vehicle.py` broadcasting MAVLink on UDP 14550 before `dora run examples/mavlink2-bridge-sitl-mission/dataflow.yml --uv --stop-after 90s`. Current host checks found no `sim_vehicle.py`, `mavproxy.py`, `pymavlink`, or `dronekit_sitl`; only Python itself is present. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed static validation for the copter, long mission, and rover SITL dataflows.","2026-06-25","ArduPilot SITL prerequisites are not installed on this host. The non-SITL MAVLink2 bridge row is covered separately by the in-process simulator tests.","none","bypassed-external","Run the README two-terminal SITL flow on a machine with ArduPilot SITL installed and require the `mission: SUCCESS` marker. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXAMPLE-001","Examples","Core language examples","README.md; examples/rust-dataflow; examples/python-dataflow; examples/c-dataflow; examples/c++-dataflow; examples/cmake-dataflow","As a new user, I want working examples in each supported language so I can copy a known-good pattern.","Rust, Python, C, C++, Arrow C++, and CMake examples build and run with documented commands on supported platforms.","bypassed","bypassed-external","Rust dataflow run/log checks passed earlier in this loop. `cargo test -p dora-examples --test example-smoke smoke_local_python_ -- --test-threads=1` passed all 11 local Python smokes after adding managed-env build steps to script-only Python examples, including `smoke_local_python_dataflow`. `cargo run --example c-dataflow` and `cargo run --example cxx-dataflow` passed with escalation after fixing the native example runner PATH handling. `cargo run --example cxx-arrow-dataflow` reports missing `pkg-config`/Arrow C++, and `cargo run --example cmake-dataflow` reports missing CMake with an actionable error. Rechecked this host: `cmake` and `pkg-config` are absent. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed static validation for the Arrow C++ and CMake dataflows.","2026-06-25","The native C example initially failed to spawn a runtime node because `dora` was not on PATH; the C, C++, and CMake runners now prepend `target/debug` before invoking `RunCommand`. Python examples initially failed under `--uv` when descriptors lacked `build:` steps, so selected script-only examples now provision PyArrow and the local Dora Python runtime via managed envs. This macOS host lacks CMake and `pkg-config`/Arrow C++, so Arrow C++ and CMake examples remain external-toolchain coverage.","fixed","bypassed-external","Nightly examples run `cmake-dataflow` only on Linux; rerun the all-language examples job in a prepared CI/toolchain environment for full closure. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXAMPLE-002","Examples","Composition examples","README.md; examples/module-dataflow; examples/typed-dataflow","As a dataflow author, I want module and typed examples so I can learn composition and validation by example.","The module example expands/runs and typed example validates expected type annotations.","tested-pass","passed","`cargo run --quiet -p dora-cli -- expand examples/module-dataflow/dataflow.yml` passed and emitted flat module-expanded nodes; `cargo run --quiet -p dora-cli -- validate --strict-types examples/typed-dataflow/dataflow.yml` passed, while the mismatched strict-types fixture failed as expected. `cargo test -p dora-core descriptor` also passed module/type validation coverage.","2026-06-25","","none","passed",""
"EXAMPLE-003","Examples","Dynamic topology examples","README.md; examples/dynamic-add-remove; examples/cxx-dynamic-add-remove; examples/dynamic-agent-tools","As an operator, I want examples that add and remove nodes dynamically so I can learn live topology changes.","Dynamic examples demonstrate adding/removing tools or nodes and updating routes without full dataflow restart.","tested-pass","passed","`cargo test --test node-lifecycle-e2e lifecycle_rust_dynamic_add_remove -- --test-threads=1` passed with escalation; the test drives live `dora node add`, list/info, restart, stop, and remove behaviour against the Rust dynamic add/remove example.","2026-06-25","Requires local Dora services/runtime processes and IPC, so the test was run outside the sandbox.","none","passed","Python/C++ dynamic examples remain broader platform/example coverage and were not rerun here."
"EXAMPLE-004","Examples","Logging examples","README.md; examples/python-log; examples/python-logging; examples/log-sink-file; examples/log-sink-tcp; examples/log-sink-alert; examples/log-aggregator","As an operator, I want logging examples for Python and sink routes so I can adopt the right operational pattern.","Logging examples emit expected log records and sink examples route records to file, TCP, alert, or aggregate consumers.","tested-pass","passed","`cargo test -p dora-examples --test example-smoke smoke_log_sink -- --test-threads=1` passed `smoke_log_sink_alert`, `smoke_log_sink_file`, and `smoke_log_sink_tcp` with escalation. Later `cargo test -p dora-examples --test example-smoke smoke_local_python_ -- --test-threads=1` passed and included `smoke_local_python_log` plus `smoke_local_python_logging`.","2026-06-25","Requires local Dora services/runtime processes and IPC, so the smokes were run outside the sandbox. `python-logging` initially lacked descriptor build steps for its Python dependencies under `--uv`; the descriptor now provisions PyArrow in managed envs.","fixed","passed","Log aggregator example remains covered by source/docs rather than a dedicated smoke in this pass."
"EXAMPLE-005","Examples","Performance examples","README.md; examples/benchmark; examples/ros2-comparison; examples/cuda-benchmark","As a performance tester, I want benchmark examples so I can measure latency, throughput, ROS2 comparison, or GPU behavior on my hardware.","Benchmark examples build required nodes and produce comparable performance output; GPU and ROS2 examples require matching external runtimes.","bypassed","bypassed-external","`cargo run --example benchmark --release` passed with escalation, rebuilt release artifacts, built `benchmark-example-node` and `benchmark-example-sink`, ran the local dataflow, and printed latency percentiles plus throughput for payload sizes from 0B through 3MB. The 2026-06-25 rerun did not reproduce the prior Zenoh teardown timeout warning. `cargo test -p dora-examples --test example-smoke contract_ros2_comparison_declares_managed_dora_dependencies -- --test-threads=1` passed after adding managed PyArrow build steps to the Dora side of `examples/ros2-comparison/dataflow.yml`; `cargo run --quiet -p dora-cli -- validate examples/ros2-comparison/dataflow.yml` passed wiring and type checks. `cargo test -p dora-examples --test example-smoke contract_external_runtime_example_descriptors_validate -- --test-threads=1` passed static validation for the CUDA benchmark dataflows as well. ROS2 comparison and CUDA benchmark remain external-runtime examples.","2026-06-25","ROS2 comparison still needs a ROS2 runtime for the ROS2 half; CUDA benchmark needs an NVIDIA CUDA-capable environment. Before this pass, the ROS2 comparison dataflow lacked managed PyArrow build steps despite docs using `--uv`, and `scripts/smoke-all.sh` carried a stale note claiming dataflow paths were stale; both logistics issues are fixed.","fixed","bypassed-external","External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"EXAMPLE-006","Examples","Advanced Python examples","README.md; examples/python-async; examples/python-concurrent-rw; examples/python-multiple-arrays; examples/python-drain; examples/python-recv-async; examples/python-yolo-detection; examples/python-parquet-recorder","As a Python developer, I want examples for async, concurrency, multiple arrays, draining, ML, and parquet recording so I can model advanced nodes.","Each example runs with documented dependencies, exercises its advertised behavior, and fails clearly when optional dependencies are missing.","bypassed","bypassed-external","`cargo test -p dora-examples --test example-smoke smoke_local_python_ -- --test-threads=1` passed all 11 local Python smokes with escalation. The advanced subset covered `smoke_local_python_async`, `smoke_local_python_drain`, `smoke_local_python_multiple_arrays`, `smoke_local_python_concurrent_rw`, and `smoke_local_python_recv_async`. `python-recv-async` now has descriptor `build:` steps so `--uv` provisions PyArrow and the local Dora Python runtime. `cargo test -p dora-examples --test example-smoke contract_python_camera_examples_declare_managed_dependencies -- --test-threads=1` passed after adding managed package declarations to `python-parquet-recorder` and `python-yolo-detection`.","2026-06-25","The first broad local Python run failed in adjacent script-only examples (`python-dataflow`, `python-echo`, `python-logging`) because they relied on ambient `dora`/`pyarrow`; those descriptors and docs now use managed env build steps. The parquet and YOLO descriptors now provision their Python packages under `--uv`, but full runtime behavior still requires camera/OpenCV devices, display support, and YOLO model weights/network access where applicable.","fixed","bypassed-external","Optional camera/ML examples remain external-runtime coverage. External infrastructure bypass approved by user on 2026-06-25; no further local validation required for this audit."
"QA-001","QA tooling","Fast local QA gate","README.md; CLAUDE.md; docs/qa-runbook.md; Makefile","As a contributor, I want a fast QA target so I can catch format, lint, audit, typos, and unwrap-budget regressions before review.","`make qa-fast` runs the documented fast checks and fails on any required gate violation.","tested-pass","passed","`make qa-install` completed successfully after adding `typos-cli` to the install target and runbook. `make qa-fast` then passed fmt, workspace clippy, audit/deny, unwrap-budget, and typos checks on 2026-06-25.","2026-06-25","Earlier runs failed because `cargo-audit`, `cargo-deny`, `cargo-llvm-cov`, and `typos` were missing, and because the repo install target omitted `typos-cli`. The install target and documentation now include the missing tool, and the current fast gate passes.","fixed","passed","Keep running `make qa-fast` before review; no open fast-gate error remains."
"QA-002","QA tooling","Full and deep QA gates","README.md; docs/qa-runbook.md; docs/agentic-qa-policy.md","As a maintainer, I want tiered full, deep, nightly, examples, release, mutation, semver, Kani, and PGO gates so validation matches risk.","Each make target runs the documented command set, preflights required tools, and reports skipped platform-specific checks explicitly.","tested-pass","passed","`make qa-install` installed the required QA tools, including the newly added `typos-cli`. An initial `make qa-full` run then passed fmt, clippy, audit/deny, unwrap-budget, typos, full workspace tests, doctests, and adversarial review but failed coverage because the host disk was full. After deleting generated Cargo build artifacts, `scripts/qa/coverage.sh` passed and wrote `lcov.info`; the top-level retry `CARGO_INCREMENTAL=0 make qa-full` then passed all stages on 2026-06-25.","2026-06-25","Earlier failures were missing local QA tools and then host disk exhaustion in `target/llvm-cov-target`. The install target/runbook now include `typos-cli`; generated `target/debug`, `target/release`, and `target/llvm-cov-target` artifacts were removed to restore space; the full QA gate now passes. The optional `diff-cover` report was skipped because `diff-cover` is not installed, which the script treats as non-blocking.","fixed","passed","Keep enough free disk before running coverage-heavy gates; no open `qa-full` error remains."
